total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
170126634140,34621108325,135505525815,35968958792.0,7066505278,10471000716,016600,큐캐피탈,KOSDAQ,2023,CFS
179420068678,41325954768,138094113910,,1780079162,2823146335,016600,큐캐피탈,KOSDAQ,2024,CFS
185186544398,44009518140,141177026258,,2443908856,3786548770,016600,큐캐피탈,KOSDAQ,2025,CFS
