total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
11848629433,1339576324,10509053109,-20425892,284531,0096D0,미래에셋비전스팩9호,KOSDAQ,2025,CFS
