total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
12066324170936,8813428441680,3252895729256,283868821363,363673397057,003690,코리안리,KOSPI,2023,CFS
13160392022865,9707522557270,3452869465595,316671748113,405432507241,003690,코리안리,KOSPI,2024,CFS
14259770701794,10576348924573,3683421777221,322041488493,470938604768,003690,코리안리,KOSPI,2025,CFS
