total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
14842983216794,13586751527119,1256231689675,301635926214,396291202576,000400,롯데손해보험,KOSPI,2023,CFS
15541477889770,14747238395605,794239494165,24221402913,31061268927,000400,롯데손해보험,KOSPI,2024,CFS
14410299000000,13796795000000,613504000000,51331000000,64736000000,000400,롯데손해보험,KOSPI,2025,CFS
