total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
14496269985,2085282336,12410987649,0,-56660716,60967296,0037T0,KB제32호스팩,KOSDAQ,2025,CFS
