total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
145783633894264,135109931812961,10673702081303,678904864314,801174464908,138930,BNK금융지주,KOSPI,2023,CFS
152470490926534,141322916379933,11147574546601,749976302023,875919821432,138930,BNK금융지주,KOSPI,2024,CFS
161095407271012,149853571948424,11241835322588,836157244944,902681388425,138930,BNK금융지주,KOSPI,2025,CFS
