total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
65337629813,6898165490,58439464323,20516634627,8880952160,10605665105,440290,HB인베스트먼트,KOSDAQ,2023,CFS
91911537577,4564019381,87347518196,15154239893,6036570873,6494612538,440290,HB인베스트먼트,KOSDAQ,2024,CFS
94797807265,6153643301,88644163964,17401010000,6140289348,7258048422,440290,HB인베스트먼트,KOSDAQ,2025,CFS
