total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
56697893000000,49084465000000,7613428000000,553048000000,725757000000,005940,NH투자증권,KOSPI,2023,CFS
62427065000000,54307696000000,8119369000000,686638000000,901069000000,005940,NH투자증권,KOSPI,2024,CFS
83385398000000,73947294000000,9438104000000,1031501000000,1420580000000,005940,NH투자증권,KOSPI,2025,CFS
