total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
12031553000000,10670878000000,1360675000000,316147000000,407770000000,000540,흥국화재,KOSPI,2023,CFS
12894689000000,12122030000000,772659000000,106722000000,148779000000,000540,흥국화재,KOSPI,2024,CFS
12502141000000,11665273000000,836868000000,151689000000,187504000000,000540,흥국화재,KOSPI,2025,CFS
