total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
66168527395,7993301645,58175225750,-10498782236,-8775800027,389140,포바이포,KOSDAQ,2022,CFS
67013711064,24777618753,42236092311,-16258350170,-20571978089,389140,포바이포,KOSDAQ,2023,CFS
59001944111,28490873991,30511070120,-13890623243,-12295790748,389140,포바이포,KOSDAQ,2024,CFS
75780348550,35592702967,40187645583,-7396321550,-10958570907,389140,포바이포,KOSDAQ,2025,CFS
