total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
10533315744,10427336348,105979396,-2045438028,-1946752195,417860,오브젠,KOSDAQ,2022,CFS,
19039115914,10834698307,8204417607,-5830265264,-5409311254,417860,오브젠,KOSDAQ,2023,CFS,
29481813288,19487136976,9994676312,-4149694322,-3283326948,417860,오브젠,KOSDAQ,2024,CFS,15201656072.0
53607661578,42816919440,10790742138,267873584,-3165668440,417860,오브젠,KOSDAQ,2025,CFS,24017071711.0
