total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
1431647694242,1116620223410,315027470832,15754549588,9031441461,007330,푸른저축은행,KOSDAQ,2023,CFS
1325242935137,1017688463958,307554471179,7013527880,6847926442,007330,푸른저축은행,KOSDAQ,2024,CFS
1557954685295,1237410892711,320543792584,19871582266,16947521090,007330,푸른저축은행,KOSDAQ,2025,CFS
