total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
7975177128,1444556229,6530620899,-33506977,58864182,473000,에스케이증권제12호스팩,KOSDAQ,2024,CFS
8099496954,1531794101,6567702853,-33523158,39183877,473000,에스케이증권제12호스팩,KOSDAQ,2025,CFS
