total_assets,total_liabilities,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,total_equity
1488116032317,835732530156,1080132280928,44492025603,26921862454,037560,LG헬로비전,KOSPI,2021,CFS,
1428013437283,802491626000,1167867997994,53800859859,-26024593275,037560,LG헬로비전,KOSPI,2022,CFS,
1319446205693,754107897938,1190257448844,47352193560,-45352667210,037560,LG헬로비전,KOSPI,2023,CFS,
1243517604881,799432319472,1196435375181,13472973352,-106228495334,037560,LG헬로비전,KOSPI,2024,CFS,444085285409.0
1265815637408,813157694883,1265651619684,18730193260,1780517603,037560,LG헬로비전,KOSPI,2025,CFS,452657942525.0
