total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
128177312090956,116938445976567,11238866114389,20359463366897,337857808122,521036811624,006800,미래에셋증권,KOSPI,2023,CFS
137176998056307,124913289504539,12263708551768,22242327609027,925470295452,1188076348199,006800,미래에셋증권,KOSPI,2024,CFS
150283930000000,136805727000000,13478203000000,29283028000000,1582916000000,1915104000000,006800,미래에셋증권,KOSPI,2025,CFS
