total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
8839799871,1393555812,7446244059,0,-28662829,-33384540,465320,교보15호스팩,KOSDAQ,2023,CFS
9050618564,1459834095,7590784469,0,144540410,-44928500,465320,교보15호스팩,KOSDAQ,2024,CFS
9180879579,1523826090,7657053489,0,66269020,-86900080,465320,교보15호스팩,KOSDAQ,2025,CFS
