total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
12011658137,1577542559,10434115578,-37315460,94411818,477470,미래에셋비전스팩5호,KOSDAQ,2024,CFS
12254699793,1629620174,10625079619,-44891110,190964041,477470,미래에셋비전스팩5호,KOSDAQ,2025,CFS
