total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
45709405967,12611964243,33097441724,6069976846,3012514088,376980,원티드랩,KOSDAQ,2021,CFS,
56895209529,13924466708,42970742821,8947526886,9404086617,376980,원티드랩,KOSDAQ,2022,CFS,
46985882710,12161732555,34824150155,1573389396,1404464810,376980,원티드랩,KOSDAQ,2023,CFS,
50188361098,13693854799,36494506299,-817999396,-1233996648,376980,원티드랩,KOSDAQ,2024,CFS,36742962222.0
61513658104,23012918042,38500740062,1019795155,1281578575,376980,원티드랩,KOSDAQ,2025,CFS,38173738651.0
