total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
63403970000000,58288020000000,5115950000000,603924000000,799978000000,175330,JB금융지주,KOSPI,2023,CFS
66721914000000,60997109000000,5724805000000,692991000000,906079000000,175330,JB금융지주,KOSPI,2024,CFS
73123844000000,66948672000000,6175172000000,730040000000,952314000000,175330,JB금융지주,KOSPI,2025,CFS
