total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
1985109712,1517855538,467254174,-11964640,-19929196,472230,에스케이증권제11호스팩,KOSDAQ,2023,CFS
10026089008,1638573019,8387515989,-34178077,90782315,472230,에스케이증권제11호스팩,KOSDAQ,2024,CFS
10210636610,1725811044,8484825566,-35756358,99624858,472230,에스케이증권제11호스팩,KOSDAQ,2025,CFS
