total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
7162714000000,6626863000000,535851000000,5101000000,2623000000,006220,제주은행,KOSPI,2023,CFS
7444771000000,6854663000000,590108000000,10416000000,11422000000,006220,제주은행,KOSPI,2024,CFS
8019927000000,7372657000000,647270000000,13930000000,9934000000,006220,제주은행,KOSPI,2025,CFS
