total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
11828643880,1404843713,10423800167,0,-27967837,-31892240,0098T0,교보19호스팩,KOSDAQ,2025,CFS
