total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
13375436418,1828328834,11547107584,-30094400,38352469,0041L0,하나35호스팩,KOSDAQ,2025,CFS
