total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
1886596466085,879258531337,1007337934748,270086082704,-7659608662,31235368989,034830,한국토지신탁,KOSPI,2023,CFS
1832131544809,873901304679,958230240130,236337804592,-18860386903,33943466106,034830,한국토지신탁,KOSPI,2024,CFS
1990907621833,952913650781,1037993971052,184359776341,19428046138,-20879502584,034830,한국토지신탁,KOSPI,2025,CFS
