total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
591925995000000,551744278000000,40181717000000,3468356000000,4693407000000,086790,하나금융지주,KOSPI,2023,CFS
637847513000000,594270586000000,43576927000000,3768529000000,4855182000000,086790,하나금융지주,KOSPI,2024,CFS
674590676000000,628945122000000,45645554000000,4036638000000,5350898000000,086790,하나금융지주,KOSPI,2025,CFS
