total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
93359783776425,87076229658301,6283554118124,412181438046,534254826716,139130,iM금융지주,KOSPI,2023,CFS
94148635110781,87942881715123,6205753395658,201560238160,263433380414,139130,iM금융지주,KOSPI,2024,CFS
98860713000000,92423945000000,6436768000000,457486000000,583241000000,139130,iM금융지주,KOSPI,2025,CFS
