total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
15461055460,3082723527,12378331933,5560514921,-4272679698,-35559545401,0082N0,카나프테라퓨틱스,KOSDAQ,2025,CFS
