total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
1275644844175,469693812741,805951031434,73018655032,62308920273,053210,스카이라이프,KOSPI,2021,CFS,
1361298311421,503764190486,857534120935,63195741120,23085655455,053210,스카이라이프,KOSPI,2022,CFS,
1215697591061,478564857967,737132733094,14067496354,-113745084092,053210,스카이라이프,KOSPI,2023,CFS,
1040240740660,463595564711,576645175949,-1075800064,-156078783566,053210,스카이라이프,KOSPI,2024,CFS,
976329059340,413080111532,563248947808,22980467279,1466653903,053210,스카이라이프,KOSPI,2025,CFS,984216356687.0
