total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
80068357547,25770568902,54297788645,-3877938673,-5118493163,304100,솔트룩스,KOSDAQ,2021,CFS,
78704525081,33776449726,44928075355,-1959183772,-9363734179,304100,솔트룩스,KOSDAQ,2022,CFS,
98831756429,25289789400,73541967029,-9292178997,-10727358908,304100,솔트룩스,KOSDAQ,2023,CFS,
93236129312,20565283068,72670846244,-6631928392,-5858192125,304100,솔트룩스,KOSDAQ,2024,CFS,45944417924.0
106498868491,32737643094,73761225397,-8042487449,-11998353376,304100,솔트룩스,KOSDAQ,2025,CFS,41635622271.0
