total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
16461846690000,14860352268000,1601494422000,2855003316000,64427517000,129124926000,003470,유안타증권,KOSPI,2023,CFS
16800267411000,15165958980000,1634308431000,2712726528000,73049835000,94753156000,003470,유안타증권,KOSPI,2024,CFS
20030123636000,18124190815000,1905932821000,3461272611000,95631538000,99379167000,003470,유안타증권,KOSPI,2025,CFS
