total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
10623209555073,8405626102183,2217583452890,4486585681366,-1754651375507,-1699829429734,042660,한화오션,KOSPI,2021,CFS
12235665304876,11490693372918,744971931958,4860150249534,-1613564533698,-1744778447657,042660,한화오션,KOSPI,2022,CFS
13944772692394,9632615571697,4312157120697,7408312265643,-196498300366,160043854483,042660,한화오션,KOSPI,2023,CFS
17843809161295,12980459270570,4863349890725,10776004933627,237876379317,528212898147,042660,한화오션,KOSPI,2024,CFS
20140914014349,13965907018538,6175006995811,12783512278323,1167590137928,1245921538208,042660,한화오션,KOSPI,2025,CFS
