total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
12499991893,1743937504,10756054389,-242521000,-49343349,474660,신한제12호스팩,KOSDAQ,2024,CFS
12799824180,1844384815,10955439365,-46617430,199384976,474660,신한제12호스팩,KOSDAQ,2025,CFS
