total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
198968698743,6396747607,192571951136,47278353425,20768575294,5018085142,0009K0,에임드바이오,KOSDAQ,2025,CFS
