total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
14827402075,1806512808,13020889267,-15371384,-4123850,0099W0,미래에셋비전스팩11호,KOSDAQ,2025,CFS
