total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
18115263746011,14769484441908,3345779304103,0.0,212756867457,306524364199,000370,한화손해보험,KOSPI,2023,CFS
19834160583099,16881077312368,2953083270731,,315967449038,435735704686,000370,한화손해보험,KOSPI,2024,CFS
20492834690000,17785254247000,2707580443000,,292332865000,429592532000,000370,한화손해보험,KOSPI,2025,CFS
