total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
631426051287,110298372917,521127678370,170741464684,121984148418,153930017615,041190,우리기술투자,KOSDAQ,2023,CFS
803794115678,137589761898,666204353780,192251177787,147737745200,175683516935,041190,우리기술투자,KOSDAQ,2024,CFS
940958568820,164512097454,776446471366,162866987251,110544592503,138075969770,041190,우리기술투자,KOSDAQ,2025,CFS
