total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
17087466374,2024030448,15063435926,-39106670,190699072,477380,미래에셋비전스팩4호,KOSDAQ,2024,CFS
17436217878,2083331478,15352886400,-40467887,294227297,477380,미래에셋비전스팩4호,KOSDAQ,2025,CFS
