total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
1836492585,1441983193,394509392,0,-16306846,-11259640,472220,신영스팩10호,KOSDAQ,2023,CFS
11075529055,1550309200,9557219855,0,149960463,-44930050,472220,신영스팩10호,KOSDAQ,2024,CFS
11286162797,1583894668,9702268129,0,149195332,-41102170,472220,신영스팩10호,KOSDAQ,2025,CFS
