total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
14996398032,1645401797,13350996235,-30707284,155051407,479880,한국제15호스팩,KOSDAQ,2024,CFS
15295215470,1707310221,13587905249,-51856326,240554740,479880,한국제15호스팩,KOSDAQ,2025,CFS
