total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
34811561519,7162118916,27649442603,-6071336849,-5928347276,352910,오비고,KOSDAQ,2021,CFS,
39219315971,4181636749,35037679222,-2966476616,-2605213489,352910,오비고,KOSDAQ,2022,CFS,
40999887810,4210667725,36789220085,-536638038,399387070,352910,오비고,KOSDAQ,2023,CFS,15073316970.0
39819285885,4636229446,35183056439,-2694159066,-1666051579,352910,오비고,KOSDAQ,2024,CFS,14420899025.0
50400998846,14776355932,35624642914,-3724419135,-2985516028,352910,오비고,KOSDAQ,2025,CFS,33534744897.0
