total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
9995027200,1752109822,8242917378,0,-32826940,6657239,0041J0,엘에스스팩1호,KOSDAQ,2025,CFS
