total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
190799496775,35804877831,154994618944,26534790009,25364748686,039340,한국경제TV,KOSDAQ,2021,CFS
194850624388,26813424393,168037199995,8435826362,13807948422,039340,한국경제TV,KOSDAQ,2022,CFS
201266381284,26131260503,175135120781,4663688185,10713481063,039340,한국경제TV,KOSDAQ,2023,CFS
171752395663,20498131641,151254264022,1130184199,8451296388,039340,한국경제TV,KOSDAQ,2024,CFS
167245064889,19434898396,147810166493,-2375020915,2790796028,039340,한국경제TV,KOSDAQ,2025,CFS
