total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
84303020746,10386785891,73916234855,-4371186993,-441392436,238490,힘스,KOSDAQ,2021,CFS
79523397997,17588863004,61934534993,-13275484597,-8645207016,238490,힘스,KOSDAQ,2022,CFS
95597625740,27066497386,68531128354,5685407130,5599495130,238490,힘스,KOSDAQ,2023,CFS
86681039490,15994113834,70686925656,168690245,2710625998,238490,힘스,KOSDAQ,2024,CFS
89181987012,31019999029,58161987983,-7530927546,-12520976720,238490,힘스,KOSDAQ,2025,CFS
