total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
2283775760,1497024060,786751700,-12105940,-14405021,473050,유안타제15호스팩,KOSDAQ,2023,CFS,
15438461196,1629816011,13808645185,-32866700,234032985,473050,유안타제15호스팩,KOSDAQ,2024,CFS,0.0
15736985040,1687038437,14049946603,-38068960,241301418,473050,유안타제15호스팩,KOSDAQ,2025,CFS,
