total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
1356600316511,637603461155,718996855356,42982271923,59365565838,263750,펄어비스,KOSDAQ,2021,CFS,
1222554846466,523250798714,699304047752,16378240631,-42999565857,263750,펄어비스,KOSDAQ,2022,CFS,
1212879314617,487888865094,724990449523,-16350059645,15206477531,263750,펄어비스,KOSDAQ,2023,CFS,
1142821061456,336846483610,805974577846,-12292682628,60343569967,263750,펄어비스,KOSDAQ,2024,CFS,342384719856.0
1149099301311,349996486912,799102814399,-14807541404,-8414919237,263750,펄어비스,KOSDAQ,2025,CFS,365564943738.0
