total_assets,total_liabilities,revenue,operating_income,net_income,total_equity,종목코드,회사명,시장구분,연도,fs_div
8969196456000,3743568385000,3572433182000,264365188000,233388925000,4006820931000,069960,현대백화점,KOSPI,2021,CFS
12069249655000,5702018783000,5014123629000,320928734000,186026376000,4186918194000,069960,현대백화점,KOSPI,2022,CFS
11712592639000,5433464917000,4207452895000,303469763000,-39776206000,6279127722000,069960,현대백화점,KOSPI,2023,CFS
11217721674000,4983278191000,4187614464000,284042489000,-753549000,6234443483000,069960,현대백화점,KOSPI,2024,CFS
11249807365000,4939063585000,4230320613000,377947571000,141528509000,6310743780000,069960,현대백화점,KOSPI,2025,CFS
