total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
11914743439,1212636422,10702107017,0,-16594955,-26293420,0105P0,유진스팩12호,KOSDAQ,2025,CFS
