total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
12696820334,1811227128,10885593206,-23478800,26026532,0071M0,삼성스팩11호,KOSDAQ,2025,CFS
