total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
86671974337,67264591995,19407382342,-25423672146,-30277900848,226950,올릭스,KOSDAQ,2021,CFS
132651479850,66448925303,66202554547,-22375609579,-21887805751,226950,올릭스,KOSDAQ,2022,CFS
102825049707,52489094571,50335955136,-18185342175,-19101696120,226950,올릭스,KOSDAQ,2023,CFS
71249226328,52776577150,18472649178,-30918594163,-40658699598,226950,올릭스,KOSDAQ,2024,CFS
195365962787,45287290658,150078672129,-29972430134,-15742651455,226950,올릭스,KOSDAQ,2025,CFS
