total_assets,total_liabilities,total_equity,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
147901842899949,132426755373738,15475087526211,825980778277,1057044424910,088350,한화생명,KOSPI,2023,CFS
160146430758072,145868430021357,14278000736715,866000982115,1096965243506,088350,한화생명,KOSPI,2024,CFS
178534378000000,161910993000000,16623385000000,836319000000,1147250000000,088350,한화생명,KOSPI,2025,CFS
