total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
2978474667,1474409662,1504065005,-15056840,-20331640,0115H0,삼성스팩13호,KOSDAQ,2025,CFS
