total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
9651304210,1326324452,8324979758,-17827050,-8292626,0068Y0,비엔케이제3호스팩,KOSDAQ,2025,CFS
