total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
11564576069,1941620842,9622955227,0,-61612700,-19586258,0041B0,교보18호스팩,KOSDAQ,2025,CFS
