total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
85019029989421,68874631707984,16144398281437,2357283417485,1821614343047,000810,삼성화재,KOSPI,2023,CFS
87269492540789,71667277794649,15602214746140,2649596688033,2076797712983,000810,삼성화재,KOSPI,2024,CFS
96450389944868,75158009988554,21292379956314,2659143002144,2020287132255,000810,삼성화재,KOSPI,2025,CFS
