total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
50936357151,7188531200,43747825951,13312020352,-2253580136,-2807960760,0007C0,아크릴,KOSDAQ,2025,CFS
