total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
113684235103,41650859936,72033375167,-33559845766,-29574857012,263050,유틸렉스,KOSDAQ,2021,CFS,
104462554512,13595823676,90866730836,-36733227143,-34470151241,263050,유틸렉스,KOSDAQ,2022,CFS,
72704772818,9509069569,63195703249,-29783867707,-28342103922,263050,유틸렉스,KOSDAQ,2023,CFS,
66511116467,24046058326,42465058141,-26508412156,-29498584759,263050,유틸렉스,KOSDAQ,2024,CFS,9526610583.0
41197062388,25410175083,15786887305,-18918617361,-25791369617,263050,유틸렉스,KOSDAQ,2025,CFS,10294911483.0
