total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
102235842680189,92138657614258,10097185065931,58558358469900.0,2125376583433,2933502360678,138040,메리츠금융지주,KOSPI,2023,CFS
115578247112858,104648211084850,10930036028008,46574506350960.0,2333433638351,3188889251285,138040,메리츠금융지주,KOSPI,2024,CFS
135457983800835,124196775797045,11261208003790,,2350134643625,2872733957980,138040,메리츠금융지주,KOSPI,2025,CFS
