total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
14966382077,2379976188,12586405889,-19343640,-921760,0093G0,미래에셋비전스팩8호,KOSDAQ,2025,CFS
