total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
52046420344899,47142321220678,4904099124221,9544799999478,440737008036,564659042175,039490,키움증권,KOSPI,2023,CFS
55688423730459,50056548792460,5631874937999,11280306577010,834883309831,1098240303737,039490,키움증권,KOSPI,2024,CFS
81173768149523,74451363015539,6722405133984,17121703940748,1114974212697,1488239956012,039490,키움증권,KOSPI,2025,CFS
