total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
13077745748,1741011549,11336734199,0,-34028700,-30770150,0088D0,메리츠제1호스팩,KOSDAQ,2025,CFS
