total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
1933709055097,776674438964,1157034616133,182627158402,99957306402,003090,대웅,KOSPI,2021,CFS,
2158905107252,879409305644,1279495801608,207334242877,120268044179,003090,대웅,KOSPI,2022,CFS,
2359277174097,922478396685,1436798777412,195606282852,191438974294,003090,대웅,KOSPI,2023,CFS,
2720693911174,1218198152023,1502495759151,281913080239,68860695957,003090,대웅,KOSPI,2024,CFS,1936916852599.0
3232157201634,1464831571447,1767325630187,261793894978,227906759004,003090,대웅,KOSPI,2025,CFS,2068370455244.0
