total_assets,total_liabilities,total_equity,revenue,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div
14805181579,2245133606,12560047973,0,-19190140,-15171648,0097F0,미래에셋비전스팩10호,KOSDAQ,2025,CFS
