total_assets,total_liabilities,total_equity,operating_income,net_income,종목코드,회사명,시장구분,연도,fs_div,revenue
140862621665,31484769176,109377852489,-1322252018,8534083816,035620,바른손이앤에이,KOSDAQ,2021,CFS,
128074443885,42405037706,85669406179,-4223014991,-13319475177,035620,바른손이앤에이,KOSDAQ,2022,CFS,
124862745913,53215504229,71647241684,-4824155195,-13926418308,035620,바른손이앤에이,KOSDAQ,2023,CFS,
111166407353,43744774776,67421632577,-266076028,-5175167552,035620,바른손이앤에이,KOSDAQ,2024,CFS,9488644875.0
102888264494,44506483123,58381781371,-2276213982,-6893362078,035620,바른손이앤에이,KOSDAQ,2025,CFS,11603958770.0
