total_assets,total_liabilities,total_equity,revenue,net_income,operating_income,종목코드,회사명,시장구분,연도,fs_div
1770492019487,1012607100628,757884918859,815040553001,57306543254,69108709126,001270,부국증권,KOSPI,2023,CFS
1651368375233,881102905317,770265469916,779174975982,30952554750,36674404410,001270,부국증권,KOSPI,2024,CFS
1811920840036,978659889416,833260950620,965463610904,45640937410,56777193314,001270,부국증권,KOSPI,2025,CFS
